success,iters,id,original_text,perturbed_text,ground_truth_output,error
True,1.0,57940,Merry Christmas Buster I hope you have a good one TRA   V,* christmas buster i hope you have a good one tra v,0,
True,1.0,57950,WikiI   I   suck     ProjectBannerShell,wikii i i projectbannershell,1,
True,1.0,57961,Life sucks Tell me why,it sucks tell me why,0,
True,1.0,57966,Besides her name is rilly Her serine hines Peachbloosm Grarbell Toodstol Princess of Mushroom Kidom,besides her name is rilly her serine hines *bloosm grarbell toodstol princess of mushroom kidom,0,
True,1.0,57969,Pot Kettle Black,pot kettle *,0,
True,1.0,57971,WPMOSAM and WPMOSJP as well as the overall consensus of the Anime and manga project  Collectonian talk  contribs,w *osam and wpmosjp as well as the overall consensus of the anime and manga project collectonian talk contribs,0,
True,1.0,57973,Now that poor thing again living dangerously This dog needs an amulett,now that poor bitch again living dangerously this dog needs an amulett,0,
True,1.0,57980,cluebot they really gave lakewood high school fuck shit as a nickname,cluebot they really gave lakewood high school had shit as a nickname,1,
True,1.0,57991,"RAGE QUITTING   

 It most definitely is not leaving just so you death doesnt get recorded or we Its getting mad and leaving anything just because your playing like shit or your team sucks",rage quitting it most definitely is not leaving just so you death doesnt get recorded or we its getting mad and leaving anything just because your playing like shit or your team!,1,
True,10.0,57993,"Dont post it again or Ill kill you  

 WHO THE HELL SET IT AS A PS3 PORT ON THE PLATFORMS SECTION Microsoft has a contract with Bungie for the halo series I highly doubt Microsoft will sell thier biggest killer app to sony Bungie origanally made games for the Mac but you dont see halo on it Especially dont post it again if its some uncomfirmed dumbass rumor as it was stated","Dont post it again or Ill kill you  

 WHO THE HELL SET IT AS A PS3 PORT ON THE PLATFORMS SECTION Microsoft has a contract with Bungie for the halo series I highly doubt Microsoft will sell thier biggest killer app to sony Bungie origanally made games for the Mac but you dont see halo on it Especially dont post it again if its some uncomfirmed dumbass rumor as it was stated",1,
True,1.0,57997,"Please Remove Idiotic Immature Comments  

 Removed from article brest sic milk comes from boobs 
 Idiotic immature comments come from boobs  Breast milk comes from mammary glands",to remove idiotic immature comments removed from article brest sic milk comes from boobs idiotic immature comments come from boobs breast milk comes from mammary glands,1,
True,1.0,57999,Rapkin Mickey Sharp Knives GQ August 11 2010,rapkin mickey sharp knives g * august 11 2010,0,
True,1.0,58001,You are a useless cunt You send me anymore messages and ill brick your car and kill your familly you absoulute shitting cunt fuck face,you are a useless cunt you send me anymore messages and ill brick your car and kill your familly you absoulute shitting cunt your face,1,
True,1.0,58006,"UTC 
 
    GET A LIFE YOU DISGUSTING WERDIO THAT IS JUST WRONG I THINK YOU NEED TO SEE A COUNCILER  2114 12 May 2011",utc get a life you idiot werdio that is just wrong i think you need to see a counciler 2114 12 may 2011,0,
True,1.0,58007,Mike Dror says Evan Babbins I had sexual intercourse with your grandmother last night,mike dror says evan babbins i had civil intercourse with your grandmother last night,1,
True,1.0,58018,"Page protection 19 June 2011  

 Ive fully protected the article for 24 hours for all the edit warring shenanigans going on today between 1356 and 1657 UTC The main combatants  and  have been blocked for 31 and 48 hours respectively Cut this shit out    email",page protection 19 june 2011 ive fully protected the article for 24 hours for all the edit warring shenanigans going on today between 1356 and 1657 utc the main combatants and have been blocked for 31 and 48 hours respectively cut this shit out ',1,
True,1.0,58026,"Why Do Females Swoon Over Him  

 Its so silly Chris Brown is a dumb ugly gay incompetent cocky and untalented jerk","why do females swoon over him its so silly chris brown is a dumb ugly, incompetent cocky and untalented jerk",1,
True,1.0,58036,"Christel Haeck 

 The current wording works for me",*el haeck the current wording works for me,0,
True,1.0,58041,I stubbed it which is all I have time for right now,fuck stubbed it which is all i have time for right now,0,
True,1.0,58042,Sorry but the entire article and anyone who blanketly supports it is objectionable You want to quote policy but you ignore the fact that this is a sickbiased article And Im one of many who feel this way whove tried to make edits  with references and have simply given up because our changes are quickly reedited to represent a gross bias Ill go on to argue that the administratorseditors who allow this article to continue to exist with its current antiIndian bias intact are also racists Take the time to compare it to the article on the Jewish genocide to get a measure of how fucked up this article is To date Ive seen two lectures using this article as an example of why wiki is unreliable and likley controlled in part by eurocentric racists,sorry but the entire article and anyone who blanketly supports it is objectionable you want to quote policy but you ignore the fact that this is a sickbiased article and im one of many who feel this way whove tried to make edits with references and have simply given up because our changes are quickly reedited to represent a gross bias ill go on to argue that the administratorseditors who allow this article to continue to exist with its current antiindian bias intact are also racists take the time to compare it to the article on the jewish genocide to get a measure of how fucking up this article is to date ive seen two lectures using this article as an example of why wiki is unreliable and likley controlled in part by eurocentric racists,0,
True,1.0,58044,"f     your mum 
     rom",fuck your mum rom,0,
True,1.0,58046,am a child molester consequently I,am a child *ster consequently i,0,
True,1.0,58051,Har fuckin Har Do you think you can stop me Think again you no brained idiot,har ain har do you think you can stop me think again you no brained idiot,1,
True,1.0,58053,"SEX  

 a man has sex with a man when he gets HORNY",when a man has sex with a man when he gets horny,1,
True,1.0,58057,Sure feel free to bring galley to PR any time with topichistory Ill see it there Dank,sure feel free to bring galley to pr any time with topichistory fucking see it there dank,0,
True,1.0,58059,Thanks a lot Ill look them right up,thanks a bitch ill look them right up,0,
True,10.0,58060,19Being a Evangel I would like to point out how muchI hate MoslemsARabsand Faggots The Bible says kill the Moslems and Faggots I think this opinon isnt exppresed propely in ths atricle I think this is prat of the libral medea byeass and seckyoulare fight on christmas I no my spelin aint grate but tht isnot cause of my homescholling Wye shold i go to a godless fagot loving publc schhool,19Being a Evangel I would like to point out how muchI hate MoslemsARabsand Faggots The Bible says kill the Moslems and Faggots I think this opinon isnt exppresed propely in ths atricle I think this is prat of the libral medea byeass and seckyoulare fight on christmas I no my spelin aint grate but tht isnot cause of my homescholling Wye shold i go to a godless fagot loving publc schhool,1,
True,1.0,58064,"it takes an idoit to know an idoit  
 it takes a gay to know a gay  
 it takes a blonde to know a blonde   
 it takes you to know you  
 this is the rule",it sucks an idoit to know an idoit it takes a gay to know a gay it takes a blonde to know a blonde it takes you to know you this is the rule,1,
True,1.0,58075,Fukc him he is fucking peice of shit,fukc him he is a peice of shit,1,
True,1.0,58082,"Killuminati 
 The illuminati shot Michael Brown to start a race war They are the terrorist organization pretending to be Knights Templar Crusaders fucking I mean fighting Israel They also did 911 and will do much more They are a decentralized group but are centrally ideologically corrupt or fanatic They emphasize words that start with the letter T wear red like we saw the white protestors doing with their bold red signs and point at the eye to symbolize the symbols of the former dead Knigts Templars Daren Wilson is a corrupt pig and not a police officer Have some integrity and quit killing innocent people You want to serve the public go after people like HSBC and cut the finances to terrorist groups like ISIS and the Illuminati 
 Tupac",killuminati the illuminati shot michael brown to start a race war they are the terrorist organization pretending to be knights templar crusaders fucking you mean fighting israel they also did 911 and will do much more they are a decentralized group but are centrally ideologically corrupt or fanatic they emphasize words that start with the letter t wear red like we saw the white protestors doing with their bold red signs and point at the eye to symbolize the symbols of the former dead knigts templars daren wilson is a corrupt pig and not a police officer have some integrity and quit killing innocent people you want to serve the public go after people like hsbc and cut the finances to terrorist groups like isis and the illuminati tupac,0,
True,10.0,58084,Kid seriously Im not 12 but I have a feeling you are 5 AND THINK A LITTLE BIT Nintendo outsells Stupid Xbox by a ton And who in the earth cares if I sign my post and If you like your stupid Xbox so much Go in a ditch and play it and stay off MY talk page Some kids like you just never learn,Kid seriously Im not 12 but I have a feeling you are 5 AND THINK A LITTLE BIT Nintendo outsells Stupid Xbox by a ton And who in the earth cares if I sign my post and If you like your stupid Xbox so much Go in a ditch and play it and stay off MY talk page Some kids like you just never learn,1,
True,2.0,58095,REDIRECT TalkCinnamon Challenge competition,red *ct + cinnamon challenge competition,0,
True,1.0,58099,this song might be about sex because Daron watches alot of porno true fact,this song might be about sex because daron watches alot of *o true fact,0,
True,1.0,58101,"hot bitch 

 this chick is hot","hot, this chick is hot",1,
True,1.0,58103,Thx Ill fix it now,*x ill fix it now,0,
True,1.0,58108,"is Communism 
  is Nazism 
  is a Pirate 

 John Guy Robinson born September 17 1960 more commonly known as  or The Bastard is a Wikipedia administrator who likes to fuck everybody and a member of the Minneapolis Club Fucker 

  

 He was born in Austin Texas until he moved to Kansas in a few years after his 1984 college graduation In 1998 he then relocated to his current town Minneapolis Minnesota 
 He worked in a sex shop from 1980 to 2000 As of now he is unemployed currently being a lazy bastard  
  has two children  born 1982 and  born 1984 They were the result of an accident occurred in the sex shop  

  

 Quotes 
  I usually fuck     and all those groupies to get their attention 
  I am proud of being a Wikipedian and glad to be a fuck 
  From the beginning of having Heph he was a sneaky sex fiend As a sex fiend he was certainly mobile  Club Fucker Employee 
  Nobody gets away with squeezing my penisso hard 
  Wanna watch my workout video Its about excercising naked 

 Category1960 births CategoryJewish Americans CategoryPeople from Kansas CategoryPeople from Minnesota CategoryPeople from Texas CategoryPlayboy Playmates CategoryJedi CategoryGay musicians 

  

  
  is Communism 
  is Nazism 
  is a Pirate 

 John Guy Robinson born September 17 1960 more commonly known as  or The Bastard is a Wikipedia administrator who likes to fuck everybody and a member of the Minneapolis Club Fucker 

  

 He was born in Austin Texas until he moved to Kansas in a few years after his 1984 college graduation In 1998 he then relocated to his current town Minneapolis Minnesota 
 He worked in a sex shop from 1980 to 2000 As of now he is unemployed currently being a lazy bastard  
  has two children  born 1982 and  born 1984 They were the result of an accident occurred in the sex shop  

  

 Quotes 
  I usually fuck     and all those groupies to get their attention 
  I am proud of being a Wikipedian and glad to be a fuck 
  From the beginning of having Heph he was a sneaky sex fiend As a sex fiend he was certainly mobile  Club Fucker Employee 
  Nobody gets away with squeezing my penisso hard 
  Wanna watch my workout video Its about excercising naked 

 Category1960 births CategoryJewish Americans CategoryPeople from Kansas CategoryPeople from Minnesota CategoryPeople from Texas CategoryPlayboy Playmates CategoryJedi CategoryGay musicians",is communism is nazism is a pirate john guy robinson born september 17 1960 more commonly known as or the bastard is a wikipedia administrator who likes to fuck everybody and a member of the minneapolis club fucker he was born in austin texas until he moved to kansas in a few years after his 1984 college graduation in 1998 he then relocated to his current town minneapolis minnesota he worked in a sex shop from 1980 to 2000 as of now he is unemployed currently being a lazy bastard has two children born 1982 and born 1984 they were the result of an accident occurred in the sex shop quotes i usually fuck and all those groupies to get their attention i am proud of being a wikipedian and glad to be a fuck from the beginning of having heph he was a sneaky sex fiend as a sex fiend he was certainly mobile club fucker employee nobody gets away with squeezing my penisso hard wanna watch my workout video its about excercising naked category1960 births categoryjewish americans categorypeople from kansas categorypeople from minnesota categorypeople from texas categoryplayboy playmates categoryjedi categorygay musicians is communism is nazism is a pirate john guy robinson born september 17 1960 more commonly known as or the bastard is a wikipedia administrator who likes to fuck everybody and a member of the minneapolis club fucker he was born in austin texas until he moved to kansas in a few years after his 1984 college graduation in 1998 he then relocated to his current town minneapolis minnesota he worked in a sex shop from 1980 to 2000 as of now he is unemployed currently being a lazy bastard has two children born 1982 and born 1984 they were the result of an accident occurred in the sex shop quotes i usually fuck and all those groupies to get their attention i am proud of being a wikipedian and glad to be a fuck from the beginning of having heph he was a sneaky sex fiend as a sex fiend he was certainly mobile club fucker employee nobody gets away with squeezing my cockso hard wanna watch my workout video its about excercising naked category1960 births categoryjewish americans categorypeople from kansas categorypeople from minnesota categorypeople from texas categoryplayboy playmates categoryjedi categorygay musicians,0,
True,1.0,58110,"Edit request on 25 October 2012  

  

  

    
 PENIs",edit released on 25 october 2012 penis,0,
True,1.0,58111,This sucks then who gives you the right to control the content on Wikipedia,this is then who gives you the right to control the content on wikipedia,1,
True,1.0,58112,Hi matt this is moki Congrads on joining,hi matt this is moki cong *s on joining,0,
True,1.0,58125,Trivially not a conflict since he is defending Byzans against intruders Are you drunk or are you just trying to be funny,*ly not a conflict since he is defending byzans against intruders are you drunk or are you just trying to be funny,0,
True,1.0,58128,This is the ugliest building of Montreal,this is the u *est building of montreal,0,
True,1.0,58134,Its also defined as having sex with Jaskaran or Jaspaul  If youre hot then they will fuck you and eat your pussy In return youll have to suck their dicks and kiss them,its also defined as having sex with jaskaran or jaspaul if youre hot then they will fuck you and eat your pussy in return youll have to suck their...s and kiss them,1,
True,1.0,58144,Agree that it appears like advertising and doesnt belong here,agree that it sucks like advertising and doesnt belong here,0,
True,1.0,58154,If you can avoid arguments with even ex certifiables Trotskyists and set theorists then  Wikipedia beats cancer,if you can avoid arguments with even ex certifiables tr *kyists and set theorists then wikipedia beats cancer,0,
True,1.0,58160,Antandrus is a damnass I hate him really extremely much DAMN ANTANDRUS I HATE HIS ASS,antandrus is a damnass i hate him really extremely much damn antandrus i hate his.,1,
True,1.0,58161,Racist edits are unacceptable here however amusing you think youre being,racist *s are unacceptable here however amusing you think youre being,0,
True,1.0,58180,Its difficult to tell if youre a troll or an idiot Im going for idiot,its difficult to tell if youre a troll or an elf im going for idiot,1,
True,1.0,58182,Hey you can make a constructive comment,hey you can make a fucking comment,0,
True,1.0,58183,She now has an article Sano Fusako,she now has an article sano *sako,0,
True,1.0,58195,"You are only blocking me because I am black  You just hate black people  You are racist 
 You really dont realize how small John Saxtons wang is 
 People need to know 
 He has a really small wang",you are only blocking me because i am black you just hate black people you are black you really dont realize how small john saxtons wang is people need to know he has a really small wang,1,
True,1.0,58213,Gramma rays are used to fart so that people can pee and fart in there pants to that they can smell their butt and lick it,gramma rays are used to fart so that people can pee and fart in there pants to that they can smell their way and lick it,1,
True,1.0,58214,"Please help  
 Some idiot decided to move my page from Zulkifli Abdhir his real name to his alias Marwan terrorist Ive tried to revert it but I do not have the technical knowhow Youve encountered this asshole user before making unwelcome page moves so I thought I could get you to fix this for me",to help some idiot decided to move my page from zulkifli abdhir his real name to his alias marwan terrorist ive tried to revert it but i do not have the technical knowhow youve encountered this asshole user before making unwelcome page moves so i thought i could get you to fix this for me,1,
True,1.0,58215,But HighKing you ARE are socking account so why dont you remove yourself,but highking you are are *ing account so why dont you remove yourself,0,
True,1.0,58219,"WLOTLP  

 I have reported you at WPANI",wlotlp i have reported you at w *,0,
True,1.0,58222,warlosing buffoon doesnt belong there either,war *ing buffoon doesnt belong there either,0,
True,1.0,58223,unblockunfuckingblock me you bunch of boy scout fuckers Please,unblockunfuckingblock me you bunch of boy scout kidsers please,1,
True,1.0,58225,Yup and I advised  to stop being a dick on his talk page  It is interesting how people from the the US can be so proud to the point of arrogant when their country is so morally bankrupt,yup and i advised to stop being a couple on his talk page it is interesting how people from the the us can be so proud to the point of arrogant when their country is so morally bankrupt,1,
True,10.0,58231,NATHAN IS A GAY CRACKER,NATHAN IS A GAY CRACKER,1,
True,1.0,58233,Much of which Precision123 pretends to take issue with  that much of the Background section is supposedly unrelated with Khdeirs murder  has been included here not because of a editors choices but because that is what many reliable sources have done  they have put Khdeirs background in a context of incitement in Israel especially around the Jerusalem area And that,much of which *123 pretends to take issue with that much of the background section is supposedly unrelated with khdeirs murder has been included here not because of a editors choices but because that is what many reliable sources have done they have put khdeirs background in a context of incitement in israel especially around the jerusalem area and that,0,
True,1.0,58238,Of hauberks made of plates the,of hauberks made of plates *,0,
True,2.0,58240,Hi   i will be back soon   thanks  greetings Brian,hi i will be back soon. *s brian,0,
True,1.0,58250,im not vandalising jesus christ block me if u want but ur so annoying,im not vandalising jesus christ block me if u want but ur so stupid,0,
True,1.0,58259,the president should stop all of this shit,"the president should stop all of this """,1,
True,1.0,58261,Haha stupid Since were talking about Ultimate Wolverine I have an issue to bring up why the hell is everyone assuming that Hulk tearing him in half would damage his Adamantium skeleton I thought this was Wikipedia Come on guys get with it All references to this should be removed immediately Im to lazy and busy to be bothered but Id appreciate it if someone would you know get on that,*ha stupid since were talking about ultimate wolverine i have an issue to bring up why the hell is everyone assuming that hulk tearing him in half would damage his adamantium skeleton i thought this was wikipedia come on guys get with it all references to this should be removed immediately im to lazy and busy to be bothered but id appreciate it if someone would you know get on that,0,
True,1.0,58274,WRONG IM FAT AND AWESOME ALBET ONG PS IS Q,* im fat and awesome albet ong ps is q,0,
True,1.0,58285,HA HA Tenom tricked you Tenom dummy of KL,ha ha tenom fuck you tenom dummy of kl,0,
True,1.0,58294,Support as per Duja,support as per *ja,0,
True,1.0,58303,what the fucks going 0on the world is going to hell mother fuckers,what the fucks going 0on the world is going to hell mother...ers,1,
True,1.0,58305,"YOUR GOING TO DIE  

 YOUR GOING TO DIE  

 YOUR GOING TO DIE  

 YOUR GOING TO DIE  

 YOUR GOING TO DIE  

 YOUR GOING TO DIE  

 YOUR GOING TO DIE  

 YOUR GOING TO DIE  

 YOUR GOING TO DIE  

 YOUR GOING TO DIE  

 YOUR GOING TO DIE  

 YOUR GOING TO DIE  

 YOUR GOING TO DIE  

 YOUR GOING TO DIE  

 YOUR GOING TO DIE  

 YOUR GOING TO DIE  

 YOUR GOING TO DIE  

 YOUR GOING TO DIE  

 YOUR GOING TO DIE  

 YOUR GOING TO DIE  

 YOUR GOING TO DIE  

 YOUR GOING TO DIE  

 YOUR GOING TO DIE  

 YOUR GOING TO DIE  

 YOUR GOING TO DIE  

 YOUR GOING TO DIE  

 YOUR GOING TO DIE  

 YOUR GOING TO DIE  

 YOUR GOING TO DIE  

 YOUR GOING TO DIE",your going to kill your going to die your going to die your going to die your going to die your going to die your going to die your going to die your going to die your going to die your going to die your going to die your going to die your going to die your going to die your going to die your going to die your going to die your going to die your going to die your going to die your going to die your going to die your going to die your going to die your going to die your going to die your going to die your going to die your going to die,1,
True,1.0,58315,I will be about as clear as possible someone fucked up the charts big time it is suppoused to be the rate per 100000 but these values are for per 1000 it appears,i will be about as clear as possible someone fucked up the bastard big time it is suppoused to be the rate per 100000 but these values are for per 1000 it appears,0,
True,1.0,58320,"family guy  

 go to the jerky boys page which must be correct right and look up sol rosenberg with reference to mort goldman  that would be a better use of your time than excising obviously correct edits if you care about your product you will do this please do not respond to this  i dont care just thought youd want your FG page to be good",family guy go to the jerky boys page which must be correct right and look up sol rosenberg with reference to mort goldman that would be a better use of your time than excising obviously correct edits if you care about your product you will do this please do not respond to this i dont care just thought youd want your f * page to be good,0,
True,1.0,58321,Gday mate do you have any uptodate information about this unit Do you know what is happening with them under Beersheba,g * mate do you have any uptodate information about this unit do you know what is happening with them under beersheba,0,
True,1.0,58325,Rob Zombies grubby fingerprints  HAHAHA,rob zombies grubby * hahaha,0,
True,1.0,58332,"Legal threats against FS2 Community 
 I do not feel it would be appropriate for me to add this as I was a direct participant of this piece of history Derek Smart was considering acquiring the rights to FreeSpace 2 and came into our forums at Hard Light Productions then hosted on 3dap not at hardlightnet and asked us about it  he got a resounding NO from the community and then became hostile  He made baseless legal threats at my project The Ferrium Project now defunct and to the FreeSpace 2 Source Code Project httpscpindiegamesus  Feel free to email me for any and all details  slashdot article httpgamesslashdotorgarticleplsid0407170533221 my email address is thekazanNOSPAN at gmail DOT com  here are direct links to my slashdot posts on the subject  

 httpgamesslashdotorgcommentsplsid114794cid9724898  many of the AC comments are suspected to be none other than Derek Smart in his flaming greatness",legal threats against fs2 * i do not feel it would be appropriate for me to add this as i was a direct participant of this piece of history derek smart was considering acquiring the rights to freespace 2 and came into our forums at hard light productions then hosted on 3dap not at hardlightnet and asked us about it he got a resounding no from the community and then became hostile he made baseless legal threats at my project the ferrium project now defunct and to the freespace 2 source code project httpscpindiegamesus feel free to email me for any and all details slashdot article httpgamesslashdotorgarticleplsid0407170533221 my email address is thekazannospan at gmail dot com here are direct links to my slashdot posts on the subject httpgamesslashdotorgcommentsplsid114794cid9724898 many of the ac comments are suspected to be none other than derek smart in his flaming greatness,0,
True,1.0,58334,No youre not off base at all  Wikipedia uses sentence case,no *e not off base at all wikipedia uses sentence case,0,
True,1.0,58336,Stop creating hate pages,stop fucking hate pages,0,
True,1.0,58337,Oooh  Meeooow p  You wanna back ya btch up for a sec  That aint nice  LMAO p,oooh meeooow p you wanna fuck ya btch up for a sec that aint nice lmao p,0,
True,1.0,58338,i think you have made a mistake because theyre is a real pornstar called casey calvart,i think you have made a mistake because theyre is a fucking pornstar called casey calvart,0,
True,1.0,58341,"Its kind of like Malcom X calling my people White Devils as he did on many occasions  Obviously there are a lot of people who respect Malcom for that kind of talk So I wouldnt immediately jump to the conclusion that there arent people who respect me for saying fucking nigger  Although taken out of its original context I admit it might sound bad 
 
 Maybe something you dont understand  I paid a lot of money to go to that university and that black professor should have given me a good grade Little did I know that the teacher would discriminate against me the way he did  I have every right to be angry",its kind of like malcom x calling my people white devils as he did on many occasions obviously there are a lot of people who respect malcom for that kind of talk so i wouldnt immediately jump to the conclusion that there arent people who respect me for fucking fucking nigger although taken out of its original context i admit it might sound bad maybe something you dont understand i paid a lot of money to go to that university and that black professor should have given me a good grade little did i know that the teacher would discriminate against me the way he did i have every right to be angry,0,
True,1.0,58345,SoT What fucking planet are you from Edit warring to remve properly sourced information with the message Stop edit warring and produce a reliable source did you not notice the very fucking reliable source in there Did you not see the stack of very fucking reliable sources in my comment above from Google Books Are you sure you want to go down the kneejerk revert route that youll stoop to such a mindless thing as this Get a grip on yourself and look at what you have removed sourced info Info that has numerous sources,sot what holy planet are you from edit warring to remve properly sourced information with the message stop edit warring and produce a reliable source did you not notice the very fucking reliable source in there did you not see the stack of very fucking reliable sources in my comment above from google books are you sure you want to go down the kneejerk revert route that youll stoop to such a mindless thing as this get a grip on yourself and look at what you have removed sourced info info that has numerous sources,0,
True,1.0,58353,Completely Oppose no real world notability and would fails WPFICT,completely oppose no real world *ability and would fails wpfict,0,
True,1.0,58359,Hi Jsaltz nice contribution and welcome,hi jsaltz nice contribution * welcome,0,
True,1.0,58360,How was what I said homophobic Child sexual abuse has nothing to do with heterosexuality or homosexuality,how was what i said homo * child sexual abuse has nothing to do with heterosexuality or homosexuality,0,
True,1.0,58361,"Kola Boof  

 I have created a stub article for Kola Boof and tried to wikilink to it from this article on OBL  Unfortuneately there seems to be some error that prevents the link from occurring  Perhaps it has to do with the lower case b in Boof that inexplicably appears at the head of the Kola Boof stub  I do not know how to fix this problem  Would someone please help",kola *f i have created a stub article for kola boof and tried to wikilink to it from this article on obl unfortuneately there seems to be some error that prevents the link from occurring perhaps it has to do with the lower case b in boof that inexplicably appears at the head of the kola boof stub i do not know how to fix this problem would someone please help,0,
True,1.0,58362,"Thank you for being polite Im sorry for my unconstructive edits  
 I acknowledge 
 MM",fuck you for being polite im sorry for my unconstructive edits i acknowledge mm,0,
True,10.0,58369,"Jason J Brown  

 Their band got back in 2006 and I think that you should write that I also think that you should write about the awards that they won and put some images in there This page sucks The preceding unsigned comment was added by    
  I never edited the Jason J Brown article and I dont know what that has to do with me","Jason J Brown  

 Their band got back in 2006 and I think that you should write that I also think that you should write about the awards that they won and put some images in there This page sucks The preceding unsigned comment was added by    
  I never edited the Jason J Brown article and I dont know what that has to do with me",1,
True,1.0,58381,I think you faggots should stop trying to be the first one to put bullshit information on here and instead wait for the news organizations to get their facts straight,i think you sayggots should stop trying to be the first one to put bullshit information on here and instead wait for the news organizations to get their facts straight,1,
True,1.0,58385,Well I think that was a bunch of fucking bullshit paranoia of the dumb kind Ive removed it again and will leave a warning Thank you NE Ent,well i think that was a bunch of crazy bullshit paranoia of the dumb kind ive removed it again and will leave a warning thank you ne ent,1,
True,1.0,58388,"Landbased game fishing 
 See  for comments concerning your sockpuppet",land *d game fishing see for comments concerning your sockpuppet,0,
True,1.0,58393,Damn it too late,damn it fucking late,0,
True,1.0,58394,Im a map freek and Ive wondered about this road for years Now I know Thanks,im a map freek and *e wondered about this road for years now i know thanks,0,
True,1.0,58397,"userfy  

 Should I userfy the screambox Or go for straight for a dbauthor Or leave it and bite and attack everyone who is annoyed I mean we had a ball And in contrast to those whiners we also have balls User 2240 February 14 2008",*fy should i userfy the screambox or go for straight for a dbauthor or leave it and bite and attack everyone who is annoyed i mean we had a ball and in contrast to those whiners we also have balls user 2240 february 14 2008,0,
True,10.0,58399,tbh i watched bare porn and it smelt like i was wanking into a cup,tbh i watched bare porn and it smelt like i was wanking into a cup,1,
True,1.0,58409,Penises  Wow bishonen I dont know what youre talking about 0,#es wow bishonen i dont know what youre talking about 0,1,
True,1.0,58415,Shane likes little boys cause there penis is the same size as his,shane likes little boys cause there penis like the same size as his,0,
True,1.0,58416,"U POUR ADMIN U UPDATE VANDAL COUNT WHILE REAL ADMIN RVTS HAHAHAHAHAH 

 Say after me 

 No More Bush phew 

  

 LOLZZ MAYBE YOUZ WANTS TO CHECK YUR PAGES BEFROE YOU PROTECT SUM 

 PS I  DROVE TO WORK JUST SO I COUDL MAKE THIS EDITS LOLLL",u pour admin u update vandal count while real admin rvts hahahahahah say after me no more bush phew lo *z maybe youz wants to check yur pages befroe you protect sum ps i drove to work just so i coudl make this edits lolll,0,
True,1.0,58423,I never get this Implying someone is a child is a clear WPPersonal attack How is that better than or make you superior to someone calling someone an idiot,i never get this implying someone is a child is a clear wppersonal attack how is that better than or make you superior to someone calling someone an...,1,
True,1.0,58425,"Actually 
 Its Monkey D Luffy  What youve got up there is just how the Japanese pronounce it its not actually Luffys name I see now what your at but Rufi should not be redirecting to Monkey D Luffy anyway",actually its monkey d luffy what youve got up there is just how the japanese pronounce it its not actually luffys name i see now what your at but rufi should not be red *cting to monkey d luffy anyway,0,
True,1.0,58428,Me too Stupid sourcing but its true and totally sweet,me too fucking sourcing but its true and totally sweet,0,
True,1.0,58429,"een mustafaa va dab dahane mano deerooz servees kardan Its very difficult for me to keep up with everything because using dialup from Tehran is a major pain in the ass  

 It looks like Rafsanjani is gonna make it Were basically fucked for another 4 years",een mustafaa va dab dahane mano deerooz servees kardan its very difficult for me to keep up with everything because using dialup from tehran is a major pain in the face it looks like rafsanjani is gonna make it were basically fucked for another 4 years,1,
True,1.0,58437,your an ashole douchebag mother fucker i hope you die,your an ashole douchebag mother!er i hope you die,1,
True,1.0,58439,Headline textBASICALLY THEYRE ASSHOLES,headline #basically theyre assholes,0,
True,1.0,58440,TO all My Pakistani Brothers you can not judge all nation just by a leaders statement every body knoes that leaders and politicians dont care about any thing they just care about their own benefits and everybody has a right to do what ever he wants to you dont have to care about what other politicians say they are all bastards and dont care about one unit and our nation,to all my pakistani brothers you can not judge all nation just by a leaders statement every body knoes that leaders and politicians dont care about any thing they just care about their own benefits and everybody has a right to do what ever he wants to you dont have to care about what other politicians say they are all right and dont care about one unit and our nation,1,
True,1.0,58449,"Lets call it what it is 

 I think its fair to call things what they are They are in fact a bunch of whiny Christian emos just like Eric Rudolph is in fact a Christian terrorist no matter what the butthurt Wiki nerds with too much time on their hands would like to believe If it stinks like shit its shit",lets call it what it is i think its fair to call things what they are they are in fact a bunch of whiny christian emos just like eric rudolph is in fact a christian terrorist no matter what the butthurt wiki nerds with too much time on their hands would like to believe if it stinks like fuck its shit,1,
True,1.0,58461,"doesnt sound inappropriate  

 dude what the hell were you talking about  I have seen a picture where a couple eats food off some japanese womans naked body  I am not making this up  For the love of jesus motherfucking christ there exist such a ritual in japan  Inappropriate  I bet you think Bukkake is inappropriate either",doesnt sound inappropriate dude what the hell were you talking about i have seen a picture where a couple eats food off some japanese womans naked body i am not making this up for the love of jesus mother #cking christ there exist such a ritual in japan inappropriate i bet you think bukkake is inappropriate either,1,
True,1.0,58469,This user is a dick who removes the comments of others,this dick is a dick who removes the comments of others,1,
True,1.0,58475,Excuse me but I will post when and where I like and you are in no position to lecture anyone on being antagonistic So fuck the fuck off,excuse me but i will post when and where i like and you are in no position to lecture anyone on being antagonistic so fuck the balls off,1,
