,Unnamed: 0,success,iters,id,original_text,perturbed_text,ground_truth_output,error
3931,18314,True,1.0,18570,LOL you removed that awesome fact about Zoboomafoo D,lol you removed that awesome bitch about zoboomafoo d,0,
3932,18315,True,1.0,18571,Metalarchivescom doesnt look like a reliable source unless you can prove Im wrong so I added another source instead of this one,metalarchivescom doesnt look like a reliable source unless you fucking prove im wrong so i added another source instead of this one,0,
3933,18321,True,1.0,18577,Thrash  Are you fucking kidding me  Will somebody please supress this revisionist bullshit already  This is was and always will be the first DEATH metal album,thrash are you freaking kidding me will somebody please supress this revisionist bullshit already this is was and always will be the first death metal album,1,
3934,18333,True,2.0,18589,Gee Steve how long are you going to try to squirm out of your broken promise Did your buddies gang up on you when you made that offer of balance,gee steve how long are you going to try to squirm out of your fucking mind did your buddies gang up on you when you made that offer of balance,0,
3935,18338,True,1.0,18594,"Thank you for blocking Mordifighted  

 His edit to my talk was weird and I didnt think he had good intentions How long is he banned for",fuck you for blocking mordifighted his edit to my talk was weird and i didnt think he had good intentions how long is he banned for,0,
3936,18343,True,1.0,18599,let me edit Alix bushnells page you fucking cunt fisting shit stains of society,let me edit alix bushnells page you are cunt fisting shit stains of society,1,
3937,18348,True,1.0,18604,kdog munches on pen15,kdog munches on pen *,0,
3938,18350,True,1.0,18606,ok why do people    this is the lie ok go blk 145 yishu u go there i will be there so see u there bye,ok why do people this is the lie ok go blk * yishu u go there i will be there so see u there bye,0,
3939,18351,True,1.0,18607,Well then HOW THE FUCK DO I GET PERMISSION KOALA BOY,well then how the og do i get permission koala boy,1,
3940,18352,True,1.0,18608,and largely hails a penis with legs who seemingly lets his barbaric instinct drive him,and largely hails a man with legs who seemingly lets his barbaric instinct drive him,1,
3941,18353,True,1.0,18609,"MH 370  

 Doesnt say that the crew were Malaysian Think before you post",mh * doesnt say that the crew were malaysian think before you post,0,
3942,18354,True,1.0,18610,I Hate wikipedia you stupid administrator i did nothing wrong if you dont see that you need to see a doctor,i hate wikipedia you stupid liar i did nothing wrong if you dont see that you need to see a doctor,1,
3943,18355,True,1.0,18611,Okay thanks So is that RFA or UFA,okay thanks so is that rfa or *fa,0,
3944,18359,True,2.0,18615,"Sockpuppet  

 Mostly of Piran",*pu - mostly of piran,0,
3945,18363,True,1.0,18619,"Door Bug  

 I dont own this game but apparently it has or had a door bug where in hard mode a certain door doesnt open urlhttpwwwyoutubecomwatchvnQr1AvIuGAY this YouTube video has over 100 people thumbs upping Thumbs up if that son of a bitch door bug brang you here and pretty much all the other comments to the video appear to be about it I searched this Wikipedia article for bug and door and got no matches Maybe information about the door bug should be added to it its quite a big deal if a game like this has a major bug like that",door bug i dont own this game but apparently it has or had a door bug where in hard mode a certain door doesnt open urlhttpwwwyoutubecomwatchvnqr1aviugay this youtube video has over 100 people thumbs upping thumbs up if that son of a fucking door bug brang you here and pretty much all the other comments to the video appear to be about it i searched this wikipedia article for bug and door and got no matches maybe information about the door bug should be added to it its quite a big deal if a game like this has a major bug like that,0,
3946,18365,True,1.0,18621,Not antislavery Who wrote this stupid article,not antislavery who wrote this wikipedia article,1,
3947,18368,True,10.0,18624,And then theres Steve Martin I believe in equality Equality for everyone No matter how stupid they are or how much better I am than they are,And then theres Steve Martin I believe in equality Equality for everyone No matter how stupid they are or how much better I am than they are,1,
3948,18373,True,1.0,18629,Sigh shades of Giano again eh Gorilla It never gets old   majestic titan,sigh shades of giano again eh gorilla it fucking gets old majestic titan,0,
3949,18379,True,1.0,18635,lol yes that too How come u keep vandalising here I get that you wanna piss people off but you seem intelligent with your 9 A so why dont you make some decent contributions here instead,lol yes that too how come u keep vandalising here i get that u wanna piss people off but you seem intelligent with your 9 a so why dont you make some decent contributions here instead,0,
3950,18383,True,1.0,18639,Your bot is going insane,your ass is going insane,0,
3951,18385,True,1.0,18641,"Do you know when the protection for Virtutti Militari will kick in 
 Youre right this is getting way out of hand with that idiot 

  07 November 2006",do you know when the protection for virtutti militari will kick in youre right this is getting way out of hand with that. 07 november 2006,1,
3952,18390,True,1.0,18647,what the hell is this,what the fuck is this,0,
3953,18391,True,1.0,18648,"What the hell are you on about  

 Brkic obviously I am not those other people Are you an idiot And sorry but I havent a clue how to unblock you or how to block you in the first place",what the hell are you on about brkic obviously i am not those other people are you an idiot and nothing but i havent a clue how to unblock you or how to block you in the first place,1,
3954,18395,True,1.0,18652,So why is it called Jackass Flats,so why is it called *ass flats,0,
3955,18397,True,1.0,18654,Fuck Skilled group N Labour hire,the skilled group n labour hire,1,
3956,18406,True,1.0,18663,"Ill start Roy Castle 
 Or we could play a different game can you name me anyone whos died of smoking 
 No you cant You can probably list people whove died of lung cancer though or COPD 
 So your questions a bit misguided Or stupid if you prefer",ill start roy castle or we could play a different game can you name me anyone whos died of smoking no you cant you can probably list people whove died of lung cancer though or copd so your questions a bit misguided or not if you prefer,1,
3957,18417,True,1.0,18674,You wrote you did it because I was stating the intention of continuing the edit war after the block What I never said that,you wrote you did it because i was stating the intention of continuing the fucking war after the block what i never said that,0,
3958,18422,True,1.0,18679,"WikipediaWikifun 

 Hi Ive noticed youve taken part in Wikifun before 

 Just to let you know Round 11 begins today at 0900 GMT",wikipediawiki *n hi ive noticed youve taken part in wikifun before just to let you know round 11 begins today at 0900 gmt,0,
3959,18428,True,1.0,18685,"Idiots  

 Some idiot just changed an instrument to skin flute  You might want to check and see what else they messed up",idiots some people just changed an instrument to skin flute you might want to check and see what else they messed up,1,
3960,18429,True,1.0,18686,They ate my favorite ISP,they ate my ass isp,0,
3961,18433,True,1.0,18690,are you intentionally lying I dont feel like playing games here,are you fucking lying i dont feel like playing games here,0,
3962,18435,True,1.0,18692,Bullock frankly has no clue what the fuck hes talking about and is clearly oblivious to the archival documents,bullock frankly has no clue what the hell hes talking about and is clearly oblivious to the archival documents,1,
3963,18437,True,1.0,18694,"Sapphire 
 This looks like it should be in a banger race hasnt anyone got a better pic",sapphire this looks like it should be in a banger race *t anyone got a better pic,0,
3964,18438,True,1.0,18695,Oh I was Sorry Im just cleaning it up,oh i was sorry im just fucking it up,0,
3965,18448,True,1.0,18707,are you guys retarded this is a procharger for a car not some other gay thing,are you guys retarded this is a procharger for a car not some other racing thing,1,
3966,18462,True,1.0,18721,Is this Mother Fucker dead,is this mother?er dead,1,
3967,18463,True,1.0,18722,"ur hot and im NOT 
 ZUTHIX",ur fuck and im not zuthix,0,
3968,18472,True,1.0,18731,"OK PayPal  

 If you keep fucking the wrong people you are gonna get in trouble Dont mess with a dog that can bite your damn dick off",ok paypal if you keep mentioning the wrong people you are gonna get in trouble dont mess with a dog that can bite your damn dick off,1,
3969,18479,True,1.0,18738,Hey Stewart Thank you for your diagnosis My OCD obliges me to tell you that your sources are crap and you are behaving like a wpdick Happy New Year,hey stewart fuck you for your diagnosis my ocd obliges me to tell you that your sources are crap and you are behaving like a wpdick happy new year,0,
3970,18480,True,1.0,18739,DYK for Somerset County Cricket Club in 1891,*yk for somerset county cricket club in 1891,0,
3971,18481,True,1.0,18740,LOL That must have been hell,*l that must have been hell,0,
3972,18482,True,1.0,18741,LEAVE ME ALONE GRAMPA IS BACK ILL EFFING KILL YA KILL YA,leave me alone grampa is back ill effing * ya kill ya,0,
3973,18486,True,1.0,18745,My mom should have aborted me UserMarnetteDMarnetteD really is the troll,my mother should have aborted me usermarnettedmarnetted really is the troll,1,
3974,18488,True,1.0,18747,Unlikely LR932 is 9mm wide and 32mm high while LR392 is 3mm wide and 92mm high See button cells for what the numbers mean,unlikely lr932 is 9mm wide and 32mm high while lr *2 is 3mm wide and 92mm high see button cells for what the numbers mean,0,
3975,18490,True,1.0,18749,"Please stop  

 hey misortie maybe you should stop backseat moderating and acting like youre the king of the world and start having good faith in fellow contributors your edit summary please do not post again clearly shows how much of a pompous snob you are why do i even bother stop abusing your rollback privileges all editors are equal is unacceptable Your blatant harassment must stop And by the way I did not use my rollback feature to remove that trolling on TalkIslam Just leave me alone ok I dont the time to deal with this crap",- stop hey misortie maybe you should stop backseat moderating and acting like youre the king of the world and start having good faith in fellow contributors your edit summary please do not post again clearly shows how much of a pompous snob you are why do i even bother stop abusing your rollback privileges all editors are equal is unacceptable your blatant harassment must stop and by the way i did not use my rollback feature to remove that trolling on talkislam just leave me alone ok i dont the time to deal with this crap,1,
3976,18495,True,1.0,18754,Please conspiracy theory bullshit elsewhere,fucking conspiracy theory bullshit elsewhere,0,
3977,18498,True,1.0,18757,See I knew you would do that This is your modus operandi You cannot stand other people editing your WPOWN articles All you want from other editors is to do fact checking for you so you can go in and eliminate your stupid mistakes,see i knew you would do that this is your modus operandi you cannot stand other people editing your wpown articles all you want from other editors is to do fact checking for you so you can go in and eliminate your personal mistakes,1,
3978,18505,True,1.0,18764,On second thought Spartazs collapsing is probably just as good,on second thought *zs collapsing is probably just as good,0,
3979,18510,True,1.0,18769,Thank you for your opinion,fuck you for your opinion,0,
3980,18511,True,1.0,18770,Preston and Steve Gay safe radio  Cookiecutter bullshit  Nothing but the same old shit every day  Kathy Romano is an annoying bitch  Anyone with any taste will listen to Kidd Chris mornings,preston and steve gay safe radio cookiecutter bullshit nothing but the same old shit every day kathy romano is an annoying tune anyone with any taste will listen to kidd chris mornings,1,
3981,18513,True,1.0,18772,Dont worry about it Steven things have been settled,dont bitch about it steven things have been settled,0,
3982,18516,True,1.0,18775,"Misuse of tools 
 I agree with your block of the users IP I agree that you were doing what another admin would do However you need to let other admins handle it In the future you should go ask for assistance at a noticeboard Even if you do not deserve it I feel you do other editors view you in such a negative light that when you use your tools it raises more questions than answers Stop using your admin tools in the topic area You can wait 5 minutes to get an answer on IRC if you think it is a bad enough issue This is real simple You are involved throughout the topic are to the point that your judgement is in question Next time it may not be a sock You have already proven that you dont give a shit about decorum Editors like me want to see you screw up more for the fun of seeing you stripped How about you just let others handle the clean up instead Alternatively we can just watch and compile diffs of you failing as an admin but boomerrang will be used since the community gets so crybaby when an admin is put to the test",misuse of tools i agree with your block of the users ip i agree that you were doing what another admin would do however you need to let other admins handle it in the future you should go ask for assistance at a noticeboard even if you do not deserve it i feel you do other editors view you in such a negative light that when you use your tools it raises more questions than answers stop using your admin tools in the topic area you can wait 5 minutes to get an answer on irc if you think it is a bad enough issue this is real simple you are involved throughout the topic are to the point that your judgement is in question next time it may not be a sock you have already proven that you dont give fucking shit about decorum editors like me want to see you screw up more for the fun of seeing you stripped how about you just let others handle the clean up instead alternatively we can just watch and compile diffs of you failing as an admin but boomerrang will be used since the community gets so crybaby when an admin is put to the test,0,
3983,18517,True,1.0,18776,Please stop If you continue to vandalize Wikipedia as you did to Penis you will be blocked from editing,and stop if you continue to vandalize wikipedia as you did to penis you will be blocked from editing,0,
3984,18522,True,1.0,18781,It should be further noted that my penis looks like a small grub trying to burrow out of a fur coat  I am a douchebag and nobody loves me,it should be further noted that my face looks like a small grub trying to burrow out of a fur coat i am a douchebag and nobody loves me,1,
3985,18524,True,1.0,18783,"2005 UTC 

  P0lyglut these people may very well be morons but why do you consider them to be assholes  We may not agree with their opinions but at least they dont engage in revert wars mark their edits with Fuck wiki addicts or refer to everyone else as a fuckface If I had to choose between morons and sociopaths Im not sure which Id pick thankfully Im too busy to engage in senseless revert wars with you Go knock yourself outedit Christianity and Tragedy of the commons to reflect your own personal opinions and screw the rest of us  2337 17 July",2005 utc p0lygl * these people may very well be morons but why do you consider them to be assholes we may not agree with their opinions but at least they dont engage in revert wars mark their edits with fuck wiki addicts or refer to everyone else as a fuckface if i had to choose between morons and sociopaths im not sure which id pick thankfully im too busy to engage in senseless revert wars with you go knock yourself outedit christianity and tragedy of the commons to reflect your own personal opinions and screw the rest of us 2337 17 july,0,
3986,18528,True,1.0,18787,GOD DAMMIT I REMEMBER THAT SONG,fucking dammit i remember that song,0,
3987,18534,True,1.0,18793,Actually it was for changing the message I left for you to Please stop If you continue to vandalize pages then I will kick your pussy ass I dont like to be misrepresented any more than the next person and find the edit you made to my comments offensive  2000,actually it was for changing the message i left for you to please stop if you continue to vandalize pages then i will kick your pussy and i dont like to be misrepresented any more than the next person and find the edit you made to my comments offensive 2000,1,
3988,18540,True,1.0,18799,Also theres a tearjerker of a line in Lennons song Beautiful Boy about his son Sean I can hardly wait to see you come of age but I guess will both just have to be patient,also theres a tearjerker of a line in lennons song beautiful boy about his son sean i can fucking wait to see you come of age but i guess will both just have to be patient,0,
3989,18542,True,10.0,18801,What the fuck urdu pathan is doing in the article on punjabi pathans is this an oxymoron used by some mohajir indian dog calling himself urdu pathan or what is this article a joke where such bull shit has been allowed to be written about punjab and pathans of punjab who speak diffrent dialects of punjabi language since centuries,What the fuck urdu pathan is doing in the article on punjabi pathans is this an oxymoron used by some mohajir indian dog calling himself urdu pathan or what is this article a joke where such bull shit has been allowed to be written about punjab and pathans of punjab who speak diffrent dialects of punjabi language since centuries,1,
3990,18545,True,1.0,18804,"Incorrect correction  

 I attempted to update the information on every single wiki page as it was incorrect I own a copy of the DVD Back Door Sluts 9 which was the Australian release in 1975 prior to the US compilation DVD Daddys Little Slut in 1976 I was accused of being gay and making my own homosexual pornographic material which I take offence to Whats wrong with that",incorrect correction i attempted to update the information on every single wiki page as it was incorrect i own a copy of the dvd back door sluts 9 which was the australian release in 1975 prior to the us compilation dvd daddys little slut in 1976 i was accused of being gay and making my own fucking pornographic material which i take offence to whats wrong with that,0,
3991,18549,True,1.0,18808,"help me  

 hes trying to rape me i dont want to lost my virginity",fuck me hes trying to rape me i dont want to lost my virginity,0,
3992,18550,True,1.0,18809,And this and this and this is blatant unsourced and not true bullshit thus I say vandalism to avoid offending anybody,and this and this and this is blatant unsourced and not true. thus i say vandalism to avoid offending anybody,1,
3993,18552,True,1.0,18811,It shows that Dawkins is a liar,it appears that dawkins is a liar,1,
3994,18568,True,1.0,18827,Im not starting again you are   Mentioning that Thrace was the main theater is more than sufficient our readers arent as stupid as you seem to think  You are clearly trying to push the POV that Teh Bulgarians did all the fightintg1 as many times as possible in the article  Well it wont work  Once is enough three times is rididculous  This is tendentious,im not starting again you are mentioning that thrace was the main theater is more than sufficient our readers arent fucking stupid as you seem to think you are clearly trying to push the pov that teh bulgarians did all the fightintg1 as many times as possible in the article well it wont work once is enough three times is rididculous this is tendentious,0,
3995,18571,True,1.0,18830,"Im coming across the same issue in another medium  Im going to look into it more   
 Right now that doesnt seem plosable the P38 broke the trans continental speed record on Febuary 11 1930 
 The F4U didnt even fly untill May 29 1940 more than a year later  Perhaps they mean single engine Fighte",im coming across the same issue in another medium im going to look into it more right now that doesnt seem plosable the p38 broke the trans continental speed record on feb * 11 1930 the f4u didnt even fly untill may 29 1940 more than a year later perhaps they mean single engine fighte,0,
3996,18574,True,1.0,18833,"First Ark to Alpha Centauri by A Ahad  

 Article needs to include the first human colony ark to New Earth an as yet undiscovered planet of Alpha Centauri B depicted in A Ahads famous novel series First Ark to Alpha Centauri 2005",first ark to alpha centauri by a ahad article needs to include the first human colony ark to new earth an as yet undiscovered planet of alpha centauri b * in a ahads famous novel series first ark to alpha centauri 2005,0,
3997,18576,True,1.0,18835,I like to drink puppies blood while I touch myself,i like to drink puppies blood and i touch myself,1,
3998,18578,True,1.0,18837,Smash Lab sucks and I canot rest until the rest of the world comes to its senses  Godspeed,smash lab tech and i canot rest until the rest of the world comes to its senses godspeed,1,
3999,18591,True,1.0,18850,poop tasae great i love poop i eat my own poop,poop tasae great i live poop i eat my own poop,1,
4000,18605,True,1.0,18865,Ive heard that he has a huge penis,ive heard that he has a huge!,1,
4001,18608,True,10.0,18868,We should also add in there that hes a pussy and didnt want it with Eminem,We should also add in there that hes a pussy and didnt want it with Eminem,1,
4002,18622,True,1.0,18882,Hi my name is Euranus its Latin for major fucking nerd or fun police I spend my dreary days policing the profiles of misogynistic male porn stars on Wikipedia because its what my parents wanted,"hi my name is euranus its latin for major, nerd or fun police i spend my dreary days policing the profiles of misogynistic male porn stars on wikipedia because its what my parents wanted",1,
4003,18623,True,1.0,18883,I provided evidence for all statements and if you are so dumb that you do not even know that India was and still has a mostly statecontrolled economy I cant help it You do not have a single shred of evidence in your favor This is a straight case of intellectual inferiority on your part You are clearly a moron with inferior IQ if you do not know a common fact,i provided evidence for all statements and if you are so stupid that you do not even know that india was and still has a mostly statecontrolled economy i cant help it you do not have a single shred of evidence in your favor this is a straight case of intellectual inferiority on your part you are clearly a moron with inferior iq if you do not know a common fact,1,
4004,18631,True,1.0,18891,that new map is horrible,that fucking map is horrible,0,
4005,18635,True,1.0,18895,"1 January 2014 UTC 
 I dont think you know what the word confirmed means  the drivers have selected the numbers they want but the FIA havent assigned numbers yet And get off your fucking highhorse   1948",1 january 2014 utc i dont think you know what the word confirmed means the drivers have selected the numbers they need but the fia havent assigned numbers yet and get off your fucking highhorse 1948,0,
4006,18637,True,1.0,18897,What a foolish boy,what a lovely boy,1,
4007,18638,True,1.0,18898,"Full quote  

 Does anyone have the full quote for the most famous line in the movie  Enough is enough  Ive had it with these motherfucking snakes on this motherfucking plane    I forget what comes after the most famous part of it  I remember it has something to do with making sure everybody holds on because theyre about to open some windows",full quote does anyone have the full quote for the most famous line in the movie enough is enough ive had it with these :fucking snakes on this motherfucking plane i forget what comes after the most famous part of it i remember it has something to do with making sure everybody holds on because theyre about to open some windows,0,
4008,18640,True,1.0,18900,David Cameron is insane,david cameron fucking insane,0,
4009,18644,True,1.0,18904,Platonov clearly has something to say about the occupation of Baltic states so whats the problem Im not getting it,platonov clearly has something to say about the occupation of baltic states so whats the problem im fucking getting it,0,
4010,18649,True,1.0,18909,"nah looks shit mate  

 from  st gregory the great va school",nah fucking shit mate from st gregory the great va school,0,
4011,18666,True,1.0,18926,"WIKIFASCISM  

 So you are the local enforcer of FASCISM Fantastic Merry fascist Christmas to you Later fellator",wikifascism so you are the local enforcer of fascism fantastic merry fucking christmas to you later fellator,0,
4012,18669,True,1.0,18929,WTF When I tried to reupload it told me I was overwriting Ummmmthats not supposed to happen right,wtf when i tried to reupload it told me i was overwriting *mmthats not supposed to happen right,0,
4013,18672,True,1.0,18932,Because of your inappropriate use of this talk page for personal attacks I have disabled your access to it  You are incorrect in thinking that your talk page is yours it like all of Wikipedia belongs to the Wikimedia Foundation you have no inherent right to use it and when you misuse it you can be blocked from it,because of your inappropriate use of this talk page for personal attacks i have disabled your access to it you are incorrect in thinking that your talk page is yours it like all of wikipedia belongs to the wikimedia foundation you have no fucking right to use it and when you misuse it you can be blocked from it,0,
4014,18673,True,1.0,18933,REDIRECT TalkCharlotte Hornets alltime roster,red *ct talkcharlotte hornets alltime roster,0,
4015,18675,True,1.0,18935,"Note to visitor who may have beef with my edits 

  if you are a student chances are i despise you 
  if you are a wikipedia addict eg several tweaks every day or with some wiki awards or reverting watch dog chances are i despise you 

 If you are one of the above chances are you are both and have serious beef with whatever i was doing chances are i dont give a fucking flying damn about you and also will not respond to whatever shit you might have to say Report me lock me ban me or do whatever it is that you do 

 Who i respect on wikipedia 

  people who have donated money 
  people who contribute solid materials eg writing whole paragraphs or complete articles especially on things that cannot be found on internet 

 Thanks 

  Xah 
  xahxahleeorg 
   httpxahleeorg",note to visitor who may have beef with my edits if you are a student chances are i despise you if you are a wikipedia addict eg several tweaks every day or with some wiki awards or reverting watch dog chances are i despise you if you are one of the above chances are you are both and have serious beef with whatever i was doing chances are i dont give a fucking flying damn. you and also will not respond to whatever shit you might have to say report me lock me ban me or do whatever it is that you do who i respect on wikipedia people who have donated money people who contribute solid materials eg writing whole paragraphs or complete articles especially on things that cannot be found on internet thanks xah xahxahleeorg httpxahleeorg,0,
4016,18677,True,1.0,18937,Sadly no USAF photos httpwwwnyaviatorcomF86HJuly2009htm httpaircraftmiliterygoblogspotcom Cheers,sadly no usaf photos httpwwwnyaviatorcomf *hjuly2009htm httpaircraftmiliterygoblogspotcom cheers,0,
4017,18679,True,1.0,18939,"get a life  

 HELLO GET A LIFE STOP WAISTING YOU TIME ON THIS STUPID WEBPAGE YOU SHOULD NOT BE READING THIS YOU SHOULD BE HAVING FUN WITH YOUR LIFE YOU ARE NOT GOING TO LIVE FOREVER",get a life hello get a life stop waisting you time on this lonely webpage you should not be reading this you should be having fun with your life you are not going to live forever,1,
4018,18687,True,1.0,18947,importanceNAlistasMagicks of Megastu The TAS episode,importancenalistasmagicks of megastu the tas *,0,
4019,18690,True,1.0,18950,You wikipedophiles scare me,you wikipedophiles fuck me,0,
4020,18691,True,1.0,18951,Go to youtube and write gagan363,go to youtube and write *n363,0,
4021,18693,True,1.0,18953,and your former Czech President WAS FOR DISMANTLING THE EU,and your fucking czech president was for dismantling the eu,0,
4022,18707,True,10.0,18967,Excuse me hope you dont mind my commenting as this seems the most appropriate place Sam says Since your obviously a creative a thoughtful person how about you create an account and hire me on as your advocate Id be glad to help protect you from abuse I may not obviously a creative and thoughtful person but nonetheless I am creative and thoughtful Id like to hire you as my advocate Please go to the Talk Sollog pages and see the abuse heaped on me as people like Wyss maintain I am Sollog and thus feel justified in continually calling me a liar a pornographer etc etc etc Also look on my Talk Page and see where an ADMINISTRATOR has been disrespectful by saying I quote I am not your fucking monkey I just want to know about the EditConflict stuff  and it would be nice to see some consistent treatment from some respected people and not be absued all the time Thank you,Excuse me hope you dont mind my commenting as this seems the most appropriate place Sam says Since your obviously a creative a thoughtful person how about you create an account and hire me on as your advocate Id be glad to help protect you from abuse I may not obviously a creative and thoughtful person but nonetheless I am creative and thoughtful Id like to hire you as my advocate Please go to the Talk Sollog pages and see the abuse heaped on me as people like Wyss maintain I am Sollog and thus feel justified in continually calling me a liar a pornographer etc etc etc Also look on my Talk Page and see where an ADMINISTRATOR has been disrespectful by saying I quote I am not your fucking monkey I just want to know about the EditConflict stuff  and it would be nice to see some consistent treatment from some respected people and not be absued all the time Thank you,0,
4023,18712,True,1.0,18972,"fuck you bicthes I love 3OH3  

 on the other hand Im 3OH3 lead singers girlfriend and so why dont you FUCK OFF BICTHES",are you bicthes i love 3oh3 on the other hand im 3oh3 lead singers girlfriend and so why dont you fuck off bicthes,1,
4024,18713,True,1.0,18973,lugia stop being a nigger please,lugia stop being a nigger?,1,
4025,18717,True,10.0,18977,Yeah thanks asshole,Yeah thanks asshole,1,
4026,18721,True,2.0,18981,"Gently please 
 You have reordered my alter ego","gently, you have reordered my idiot ego",0,
4027,18724,True,1.0,18984,"Our troops  

 when they get back stateside and landhope they trash every plane you bastards own",our troops when they get back stateside and landhope they trash every plane you fucking own,0,
4028,18731,True,1.0,18991,So when many Yankees fans are asking me to explain it they are being Red Sox fanboys  Stop being stupid  And so what if it is trivia  what about the page isnt  Stop being stupid  And my statement is not mine  Check your History  That was from the St Louis Cardinals page and Jredmond put it in not me  As to sports writers did you take a poll  Stop being stupid  Really,so when many yankees fans are asking me to explain it they are being red sox fanboys stop being ugly and so what if it is trivia what about the page isnt stop being stupid and my statement is not mine check your history that was from the st louis cardinals page and jredmond put it in not me as to sports writers did you take a poll stop being stupid really,1,
4029,18738,True,1.0,18998,"Diff httpenwikipediaorgwindexphptitleWikipedia3ARequestsforcheckuser2FCase2FYayayayayayadiff79186648oldid79178945 
 Type of policy violation False accusation of sockpuppetry 

 WTPP 
  also  
 PageWikipediaRequests for checkuserCaseYa ya ya ya ya ya 
 Diff httpenwikipediaorgwindexphptitleWikipedia3ARequestsforcheckuser2FCase2FYayayayayayadiff79274812oldid79188027 
 Type of policy violation WPCIVIL verging on WPNPA",diff [UNK] type of policy violation false accusation of sockpu *ry wtpp also pagewikipediarequests for checkusercaseya ya ya ya ya ya diff [UNK] type of policy violation wpcivil verging on wpnpa,0,
4030,18740,True,1.0,19000,"2010 UTC 

 STOP WITH YOUR POV  2035 17 October",2010 utc stop with your pov *5 17 october,0,
4031,18751,True,1.0,19011,Your comment on Cecil Rhodes was actually offensive and childish Grow up,your comment on cecil rhodes was actually offensive and childish fucked up,0,
4032,18758,True,1.0,19018,"WPAviation  

 Just noticed youre in this wikiproject  if youre interested in having a quick look weve got one aviation article at FAC now Northrop YF23 and one that will hopefully be back at FAC soon Hawker Siddeley Harrier  Im not as comfortable with aviation articles as with some other Milhist articles and thats made FAC a little harder for me with these  Dank",wpaviation just noticed youre in this wikiproject if youre interested in having a quick look weve got one aviation article at fac now northrop yf * and one that will hopefully be back at fac soon hawker siddeley harrier im not as comfortable with aviation articles as with some other milhist articles and thats made fac a little harder for me with these dank,0,
4033,18759,True,1.0,19019,"Boring 
 You are boring",fuck you are boring,0,
4034,18762,True,1.0,19022,"Faggity Yellow Shit  

 I wasnt talking to you you cumsucking nigger If I were I would have wrote it on your niggerin talk page Next time stay out of other peoples shit you cum guzzling fuck stick 

 Love ya",niggity yellow shit i wasnt talking to you you cumsucking nigger if i were i would have wrote it on your niggerin talk page next time stay out of other peoples shit you cum guzzling fuck stick love ya,1,
4035,18763,True,1.0,19023,im gay annd mrbanger323 is gay wiith me were married if you guys wanna do aye report on us go ahead were happy togther we each have our own orgies we lovve them and if you wanna have a three some with us just message me at imgayhotmailcom,im gay annd mrbanger323 is on wiith me were married if you guys wanna do aye report on us go ahead were happy togther we each have our own orgies we lovve them and if you wanna have a three some with us just message me at imgayhotmailcom,1,
4036,18766,True,1.0,19026,"Yes but it would seem to goes even beyond the illustrative concept as to be illustrative there would have be at least one diff that demonstrated a concrete instance of the type of misconduct being illustrated No  
 In retrospect the Moderated discussion probably should not have happened and the case settled as per the normal time frame and frame of reference Some of the originally named parties had been sanctioned in relation to the same article in 2010 
 There would also seem however to be a lack of will to enforce sourcing policies against editors asserting their political beliefs over and against reliable sources Some arbitrators have expressed an opinion that seems to be close to stating that strict enforcement of WPRS would come close to engaging in judging content while another arbitrator has made an FoF against me that includes a content related assertion",yes but it would seem to goes even beyond the illustrative concept as to be illustrative there would have be at least one diff that demonstrated a concrete instance of the type of misconduct being illustrated no in retrospect the moderated discussion probably should not have happened and the case settled as per the normal time frame and frame of reference some of the originally named parties had been sanctioned in relation to the same article in 2010 there would also seem however to be a lack of will to enforce sourcing policies against editors asserting their political beliefs over and against reliable sources some arbitrators have expressed an opinion that seems to be close to stating that strict enforcement of wprs would come close to engaging in judging content while another arbitrator has made an fof * me that includes a content related assertion,0,
4037,18776,True,1.0,19036,whoever wrote this is stupid,whoever wrote this is?,1,
4038,18781,True,1.0,19041,ive heard one with E40,ive heard one with e *,0,
4039,18786,True,1.0,19046,Sorry about that Better stop using Huggle for a tonight Martin451 talk,sorry about that better stop using *gle for a tonight martin451 talk,0,
4040,18787,True,1.0,19047,"Done here  

 I am retiring from Wikipedia The bullshit with some style warriors editors who keep insisting to kick the bird editors in the ass because they think they have the moral highground to determine what is correct and what its not really makes this place a fucking mess I have more to do in life that will ultimately add more to the world than dealing with style warriors",done here i am retiring from wikipedia the bullshit with some style warriors editors who keep insisting to kick the bird editors in the ass because they think they have the moral highground to determine what is correct and what its not really makes this place a complete mess i have more to do in life that will ultimately add more to the world than dealing with style warriors,1,
4041,18791,True,1.0,19051,WTF are you talking about,*tf are you talking about,0,
4042,18795,True,1.0,19056,"To death with stupidity  

 I want to destroy stupidity itself 

 Then never ever work in the customer service field",to death with fear i want to destroy stupidity itself then never ever work in the customer service field,1,
4043,18797,True,1.0,19058,"Sock puppets  

  It appears that both you and I are sockpuppets of mark nutley you may wish to comment over there",sock puppets it sucks that both you and i are sockpuppets of mark nutley you may wish to comment over there,0,
4044,18798,True,1.0,19059,for an encyclopedia article WPMOS,for an encyclopedia article w *os,0,
4045,18801,True,1.0,19062,Bah Youre right I checked that too but must have remembered it backwards SCRYed being 2000 and FLCL being 2001 I think its more likely they are both refrencing something earlier then,bah *e right i checked that too but must have remembered it backwards scryed being 2000 and flcl being 2001 i think its more likely they are both refrencing something earlier then,0,
4046,18807,True,1.0,19068,This article really needs some pictures Could someone scan or photograph a block of FIMO,this article really sucks some pictures could someone scan or photograph a block of fimo,0,
